"Greater Toronto, ON","Greater Vancouver, BC","Fairfield, CT","New York, NY","Nassau, NY","Queens, NY","Sussex, DE","Fulton, GA","Broward, FL","Miami-Dade, FL","Palm Beach, FL","Hillsborough, FL","Lee, FL","Sarasota, FL","Hennepin, MN","Lake, IL","Cook, IL","St. Louis, MO","Dallas, TX","Tarrant, TX","Harris, TX","Bexar, TX","Maricopa, AZ","Clark, NV","Los Angeles, CA","Orange, CA","Riverside, CA","San Diego, CA","King, WA"
1091814.94684053,717429.498805252,173424.951453354,7769963.14477044,2104017.88639896,2039832.81928704,506190.5985434,424709.95579598,686608.597708401,1116732.09934694,1118235.75248999,374716.572204846,-168953.864767541,837554.926605536,615889.284927055,772215.281216457,248655.558950838,506265.364686433,763955.748751512,196893.938990523,537788.439542198,260558.093001911,702283.753635146,514731.666247035,1820847.6862384,4442183.30827527,171969.911277968,1010922.13729869,1513032.58058459
864548.819891286,1090492.76399403,875457.261323158,6489653.14471973,1558274.85209873,4275459.6368884,490197.561539465,-69447.7411394402,899593.438343045,1226108.89609859,1083968.19267209,198349.623370721,329535.217518254,542178.837948072,765514.571759892,620997.562840825,199151.080178908,506265.364686433,686687.249310852,410062.135682808,391921.992891227,250762.671857552,876786.259556558,628461.51059715,2487951.05471612,4028310.13530654,609133.283752671,706223.036838624,1133305.49595009
1119892.64858685,1097276.44815836,997110.289535886,8139653.14471973,1802221.48523405,263741.685225326,521874.807387451,394690.514077385,478628.795042669,993699.368475801,781323.81728274,492610.455992394,286753.507352353,885793.026610833,765514.571759892,620997.562840825,199151.080178908,523894.269447125,406026.899266154,191649.431187332,334116.902125131,130541.848643047,803590.933080345,609634.912709164,2504619.56461229,4015173.46180581,356846.451019813,817024.100188935,2032235.50402729
883243.902154261,1162092.85206242,7618211.65063464,14139653.1447197,227696.625278584,1258106.87253152,521874.807387451,251032.664169096,308947.71020846,1075465.96243572,1165880.56253729,283169.406641576,580091.482216225,179144.857889995,297185.035556973,517725.647098428,268737.858418982,523894.269447125,840516.827163878,516413.362787271,502773.990620076,197544.219892116,487148.225869827,-83071.0750393979,1804141.27224078,3853226.63940136,699610.932895573,1313473.95894836,1724238.48010268
922343.902154261,990148.703586973,1343391.59240053,4461423.14473664,908144.937814361,894466.196750864,220285.140705523,185999.684460512,605833.932539442,889228.72072967,1072233.07303628,249535.957647511,320853.507352353,889825.307695616,297185.035556973,517725.647098428,154681.565717435,356685.445399027,721960.878384732,461288.716718609,502773.990620076,131111.349690146,624402.665059365,246925.934252151,2469478.62506513,4741645.73698523,689510.932895573,974711.303079356,886416.017479384
1066817.34366515,795144.590338881,8362147.51861943,6284963.14477044,167169.641356792,701604.398775243,219550.437012038,551269.046363912,967661.387930396,1151507.56582529,1064633.07303628,504519.064864622,597903.983965279,444697.035204921,1037015.64027124,659129.600855442,136336.986888262,356685.445399027,671300.249310852,377493.93749195,558633.858433219,83858.5015857766,313041.16565219,623911.459910992,1986962.00135316,4047270.94851393,601143.283752671,901485.680246305,1231689.96814038
613083.832932614,874514.182046535,1289606.38575974,4688193.14475354,-766252.391232147,716604.398775243,219550.437012038,552764.581933901,904693.438343045,1205225.4303264,300989.227299426,537713.580024892,644265.753421348,-134893.297791868,1037015.64027124,659129.600855442,1471824.76837648,367200.938369479,652014.58047145,328742.774124794,610699.477282429,203878.779673545,596258.185489916,546575.900249045,2625536.24068065,-465549.889234064,750389.380324462,507021.108014231,1926260.83746057
648183.832932614,450457.292464938,1239546.98964226,6921733.14478734,1600384.44869707,1213613.91659915,497297.561539465,167806.913608107,717491.823459841,1096325.4303264,1035633.07303628,537713.580024892,598502.868788183,527463.414219219,1087174.15374608,493941.119892857,1471824.76837648,477443.939726888,485591.365907657,68202.2084459586,610699.477282429,208347.354109666,654662.433400461,660946.258643564,3001869.46354176,2749054.54548259,519732.983894059,507021.108014231,1782513.35761526
1059617.6426043,856598.590974429,6630781.01130503,4938193.14475354,-364342.787595492,703567.452175516,497297.561539465,298211.809611377,661200.400491995,1146325.4303264,1064733.07303628,170621.061474439,367655.782435062,558742.664279305,1087174.15374608,493941.119892857,1096767.97975401,477443.939726888,530693.32232369,417324.517240901,586120.571743925,138485.048108646,482778.919012231,475652.15494836,2299862.89853556,5076448.72192093,705600.932895573,666943.507750982,647894.148574244
907557.274443505,1084518.52051971,11895655.4450462,5688193.14475354,1090612.02861034,1103432.9869675,501197.561539465,386827.182210149,679358.745871881,1252107.12440171,1063633.07303628,130016.588084872,190770.81891934,1043523.35907514,635191.931530109,755297.041487219,1096767.97975401,537846.677518648,244193.113032282,332808.624824368,586120.571743925,164495.241874154,407618.462608672,617468.561706149,3642173.41148158,-436555.002040541,-240449.570049961,715384.297404015,1181564.6873398
1728314.92526497,1097718.97096989,2365880.17004441,11739653.1447197,1339299.71410508,1101068.404585,501197.561539465,330689.90417604,764831.478434978,647095.989858536,1060733.07303628,413268.037534434,413144.585366366,812401.712785499,635191.931530109,755297.041487219,659199.366709444,410026.246439344,423190.794237578,260903.097668695,624447.489665452,-86743.1337944345,657961.16981919,437717.936152197,2813547.94597336,1805212.68942422,628969.215595762,723406.579583352,1571906.32071477
702023.763710967,1078102.79229091,1456106.74238327,10549772.1557921,66751.8320585462,607381.558976063,493705.692507549,716408.328512686,773252.639393864,1106415.93598276,1426547.06480419,413268.037534434,607918.94971637,629061.177968574,740482.869064925,673519.962705645,659199.366709444,410026.246439344,625494.279858404,480577.379132717,624447.489665452,-47956.4888771174,661061.16981919,717938.920100668,2220192.82983817,582978.824673776,631069.215595762,723406.579583352,1481003.78154129
916006.156040623,692691.676848681,1120055.70842033,3753312.15582588,1169125.72906492,1152693.78780518,150599.858029355,532529.230011861,643612.491703269,990228.72072967,985387.78171075,425925.51898398,493144.585366366,888438.472889877,965480.756717547,673519.962705645,2822553.85515035,423680.799346116,-201484.202981682,483804.88449729,665298.955728341,715335.633362445,662461.16981919,487386.383881754,2550253.4596234,1721342.09347298,252457.309380765,718546.050041834,1154278.14815207
502964.538080304,1030039.80141553,837452.969614391,10176542.155809,1030620.65829762,744530.50557579,24229.2792110391,647478.853580333,83581.3888847883,747195.989858536,1384615.24655691,79601.0433238582,354146.77127665,885838.472889877,965480.756717547,796785.114837903,2822553.85515035,423680.799346116,133754.936780071,504105.362891329,731086.061579497,389901.564508504,506065.529089698,675551.787893815,2746239.32324522,1771077.68912613,241267.672678226,383344.512159236,840754.848102307
797814.289338929,774241.789461225,773872.070923084,4736113.14468593,243411.313184411,1153927.60797862,24229.2792110391,667478.853580333,388635.873579752,1046415.93598276,988859.445632221,585320.402211713,356627.960874782,885838.472889877,594732.054145243,796785.114837903,-24676.4251541251,116756.668115124,387889.75862576,429923.765054122,731086.061579497,293260.6549931,518856.700449787,454489.528971567,811293.333996401,1241322.75747601,574324.857811725,1015617.06901493,938662.988771284
703083.832932614,750621.771847546,602258.450313579,13466423.1447366,377979.833946609,1049377.52491152,245233.656157222,667478.853580333,421933.364769643,940228.72072967,743389.650195302,622030.018739317,370422.064214661,216219.789441879,594732.054145243,432309.066564749,-24676.4251541251,453254.301650322,69127.4912600293,405662.65660632,355937.710153071,418590.362833145,582991.894212594,317690.475962521,1999655.46252515,2320907.52145529,641594.194584967,685792.320105381,742405.285419274
736297.205221858,963790.638791635,987280.023966806,14966423.1447366,-410448.539384057,1049710.76149965,245233.656157222,521365.144746804,472242.461692567,1074761.69496873,1050665.28581787,282019.620511297,540807.868788183,829136.308081441,794716.255743926,432309.066564749,703425.599328812,453254.301650322,674840.845920836,292037.405396062,437233.561887792,130087.173371596,1213106.71244398,516873.516088607,312987.711284651,8546653.23683474,512146.959967624,864393.547586716,1092922.18016099
1099586.72602378,877859.505735724,1252402.23645508,6311733.14478734,1046308.80274573,1049710.76149965,920217.630929912,660517.010103303,633082.219252376,1118610.22637189,1077665.28581787,715285.856030785,449133.797281321,585532.63820372,794716.255743926,736596.042615391,242855.18273702,592004.762417578,679740.845920836,342074.752961566,853980.434057533,1246026.22966504,409565.560643188,466034.523902951,1954792.46165663,9527463.29253988,509732.983894059,873962.864546187,1125270.744756
775873.514969593,826649.291193843,1402337.67673693,7593193.14475354,233746.828784848,1318597.32711847,627541.477092728,500100.909314938,674001.602249505,998107.12440171,836532.780788893,568264.815755258,610016.686470877,789280.2492912,823235.102039306,436161.264082769,224510.603907846,406107.994820937,167091.58382749,423563.860722042,427233.513890281,297232.66383214,593905.722813695,424849.48842264,2363327.71298255,5743757.8351381,497946.959967624,1156225.09610133,1072202.966286
922343.902154261,1390750.60356428,213547.753281141,14193193.1447535,1073563.80704488,823419.66577661,551505.530356831,475712.235657215,557685.667222206,1048354.60217865,1327685.09954482,543894.925587174,624515.199473212,739019.267930171,823235.102039306,436161.264082769,378126.801522861,406107.994820937,371769.262220125,451193.039955435,283893.669024177,105573.519148295,654002.271880815,527337.482931183,2521403.77285304,-811385.87005625,563853.903773933,943313.631294968,1119073.7734641
913083.832932614,1041687.3383755,757075.399164102,4286113.14468593,888413.274585032,778019.153682631,551505.530356831,383293.965509957,716263.232520667,1018107.12440171,605215.070242875,314505.578045164,504114.143870893,819621.249943267,979967.79202862,547792.113348503,408957.934056764,405335.598176337,529596.236274437,258223.970693157,725109.998968107,105573.519148295,644872.884493737,439714.503628488,1479806.37460773,1220528.30429289,526029.348316083,1033069.25668375,1106995.42083211
979986.726023779,930395.065333208,901226.520351601,6914963.14477044,1178130.20794253,802337.622583815,616419.038488871,501139.099974954,308495.429562198,1204465.96243572,841532.780788893,724765.899136682,-278191.482941714,824621.249943267,979967.79202862,731455.720765201,466424.99357088,405335.598176337,264907.849276877,426674.823722416,750720.466524229,414096.767811118,636272.884493737,439714.503628488,2224936.75853521,5740065.57061105,426100.705393363,806383.406634152,1105995.42083211
282750.265412164,996946.715541274,1565920.93383574,6914963.14477044,650174.486166567,852374.569183542,616419.038488871,442745.244971348,836772.573711118,1345031.04572072,1334057.26392936,542748.045749624,235424.719362178,563600.633640433,704880.62375288,386844.453868417,466424.99357088,525122.324658103,498032.433983371,524984.586547784,750720.466524229,559333.126615254,488875.959552539,728340.255897835,2924857.89233059,15684450.2781361,275682.228295003,817772.232012094,1328783.6266299
1319898.57114991,1335032.66206469,1026164.55678998,4688193.14475354,33445.105367492,833343.534039772,706729.469406173,356246.842053758,219710.351205261,978107.12440171,342314.875702244,610765.71510295,504145.77127665,797537.64798236,588018.555200641,673619.962705645,364330.599045833,545418.746265315,462065.146071479,394815.067276382,752761.928475702,774017.781767744,617595.173425781,605607.266457908,2547739.6445877,17787800.5563204,328878.999350012,1097432.07636313,806816.358210233
637654.220117282,1049367.771212,610077.836675794,3688193.14475354,1267094.1333292,727678.291974696,706729.469406173,88480.9562563934,565128.795042669,969975.3862194,1166518.34244197,49633.4300970289,475657.891010137,680849.86115033,588018.555200641,275766.01021157,382675.177875006,545418.746265315,-45783.6445561372,311188.901807521,752761.928475702,879890.172091024,490025.617184289,287682.610915102,2346474.59296178,2194511.07297133,248878.999350012,462061.276124519,1369327.3428426
977863.514969593,2462305.32896339,1801429.4652566,7419963.14477044,948479.372942344,1153744.03518081,599222.12579459,575486.666278132,464775.470360822,1051315.93598276,655315.438299968,538894.925587174,434071.708014026,784028.65189358,566155.336920043,770020.538652081,373977.45252078,479597.344990892,406553.111578341,222787.072449452,405411.299693934,44742.2843265369,619929.559590356,414939.478285409,1752001.3932454,1409082.70714673,609505.673126108,853840.30095262,390682.800368293
748714.289338929,1231408.08075275,2741434.02685496,7216423.14473664,1389153.40493593,1141065.44885703,478439.480334283,799455.618936834,415055.256576881,1201732.09934694,1531025.57808805,363489.214943009,648601.638149382,753547.729734511,724546.301527195,737479.095011722,215248.975855237,479597.344990892,109039.627746718,334600.838698087,944089.590553073,207614.593350944,528426.119278042,815959.515242924,743043.319096223,1821065.87558293,134989.683039735,1006086.36279594,988782.806955693
847814.289338929,1014002.56706583,432141.290181209,5016423.14473664,1116784.86069702,997290.801373956,478439.480334283,231042.178110011,284744.61410106,965228.72072967,1398535.47671522,482893.751188547,194184.035390687,479514.131032757,724546.301527195,541461.119892857,322631.194822889,521285.245608066,-235170.502348905,138267.786138033,944089.590553073,151632.336547148,615712.231500903,755958.515242924,1266772.77604094,131559.82187578,364287.144870335,979710.891226816,650045.794095002
853211.788087276,860920.959015588,551610.046753818,4514963.14477044,778887.793110489,1347373.56175734,638088.391190085,634529.540027938,719046.950987566,1007330.21577947,1378035.47671522,538761.946352559,503526.218197058,489329.55476161,725645.01883417,541461.119892857,322631.194822889,521285.245608066,-18187.2093727472,432093.073513419,247011.109478285,242915.19267693,609728.896397476,624990.966141051,-3509164.68715583,6000156.07222483,188821.650065721,637392.320105381,894293.223219579
858814.289338929,1262578.43620406,953728.030982977,16239653.1447197,644522.970341529,688379.883029787,419272.884078549,435518.078509856,458857.568998491,1059026.7605997,-118975.290517462,493404.158092027,369312.302813092,796274.463763304,725645.01883417,541461.119892857,1679551.71719411,296272.877017334,629621.54418911,526587.956598078,569998.419859671,120759.946223867,681719.158236245,727679.434145071,1872595.93858093,1418381.09069384,432230.447485659,715139.884715044,1092520.63949059
627494.150895635,3678697.82723077,1252242.10331563,8725082.15584278,1154608.06883052,549448.462382995,530378.946512323,431472.56000839,468857.568998491,1108038.06795085,1308408.33059366,624285.26349408,555304.433799861,921033.66167222,267737.000205012,600927.823615826,1679551.71719411,443508.336217552,-77948.7948626603,211358.203173929,175212.238692497,-131896.398739204,586792.410555364,564627.760227849,1902690.38472103,3084711.44355167,456000.571359112,1135088.27302979,1131695.16676293
882503.971375908,1107898.27768095,1201512.23883257,7646733.14478734,1283018.48737786,708677.131773876,530378.946512323,216411.528204926,623104.152804008,885228.72072967,1546618.18084657,496301.881226034,550580.285147529,865186.748373482,267737.000205012,600927.823615826,582426.981824445,443508.336217552,568616.754807317,334808.42731596,175212.238692497,296551.224196075,591937.479892639,341640.481031137,1956048.30719036,2909201.5599964,224810.800622322,1060335.98053909,1119853.15862814
1388491.12142373,739174.460112659,1326687.10212688,5918963.14477044,1147596.55573409,578419.66577661,294684.033825664,-217519.469789445,698647.939906905,1101415.93598276,1178544.13972337,374468.472403178,511533.028598927,673025.75124681,842385.889886653,600927.823615826,880973.789748903,510158.885368598,310259.162015777,363119.923856216,335795.616337905,363023.941804347,591937.479892639,581914.892434701,1983518.67105206,3188103.88371654,468770.188552977,1164531.31972283,1159695.16676293
1124676.40806076,915903.605122871,809033.075954436,6514963.14477044,983402.504493027,618467.452175516,803296.961946895,604057.642065082,611308.284931769,1027699.3684758,1286183.86392581,303291.442562502,702913.890820398,451514.828821499,842385.889886653,600927.823615826,337519.01557415,510158.885368598,435165.327260814,246828.222131395,791113.50614502,114853.759087639,591692.410555364,589766.837102768,1100716.48566989,889295.322743051,355599.465032984,1163262.30102394,760154.339548899
1062336.33970354,2461745.00180896,2558183.67384878,6641733.14478734,945544.269341856,656582.230815407,803296.961946895,705434.919817281,-461166.746253239,1058038.06795085,1194644.13972337,565919.427802105,433888.329876047,953155.695836487,421139.540915734,734198.430731143,556623.5455644,517773.217197603,194892.504631706,435148.540477486,371215.804399123,960524.676628456,541991.894212594,399202.870260192,1484039.03532526,-394116.893095514,432770.188552977,808248.790109986,1191452.46724199
1348698.89564097,981660.54379277,1011633.23725014,7146733.14478734,948776.974014168,578419.66577661,1097966.75709329,691399.919817281,622604.787202321,1235732.09934694,1200644.13972337,325642.918566874,158920.957281804,672833.463111237,421139.540915734,564952.756974329,169184.627081786,539559.295241015,314160.334562441,209162.896841077,371215.804399123,217161.52636008,561071.416758081,386304.916300575,1841926.1034403,-488142.395007384,267553.94530586,1225070.93308094,1237463.35761526
672773.514969593,914095.652940078,682526.446089314,6943193.14475354,492020.92827204,1354246.50893709,1097966.75709329,710750.919817281,403165.807959291,1146325.4303264,1235400.56529509,467824.064140137,770192.1064232,672833.463111237,561393.162475472,673139.784848972,187529.205910959,539559.295241015,433438.149889923,302637.019350734,367685.58802292,235134.120799602,722464.129278882,416413.455265217,755045.891873586,2065687.15296416,253553.94530586,-94122.5311880818,1050126.74953949
1030146.79524543,827694.477726337,944973.948895061,6769963.14477044,793670.666361378,1138920.6181861,778224.186894371,699179.919817281,621579.890381094,1101325.4303264,1160544.13972337,507610.950782423,428988.329876047,140972.566229027,561393.162475472,673139.784848972,71028.7604942543,348928.692175165,270050.097423246,314228.893548097,367685.58802292,252151.551481067,651436.988419451,409493.434990754,1703939.32686739,3338751.13440138,361164.533766625,819160.519484218,517230.600248824
228775.492667973,819239.213808656,1434910.57792203,10688193.1447535,1493425.22609465,650089.075511513,1600446.33939756,486515.433758196,398665.807959291,1151974.2207226,1205544.13972337,473610.950782423,559851.340844719,920862.765588737,660359.000286788,740168.163548336,71028.7604942543,348928.692175165,529539.656967471,332916.390820283,792123.661699248,227775.836198115,636308.050331506,352282.089056354,1675677.64734135,1012489.41295868,291345.56167546,757741.734013334,835781.161019883
1268750.82641932,866162.685337747,2684558.94934122,7189653.14471973,585576.717541612,753226.782784636,1600446.33939756,541951.823885905,766638.194016586,1254026.7605997,1286253.86392581,604253.755058596,559851.340844719,486614.828821499,660359.000286788,673874.784848972,71028.7604942543,481788.429618957,62390.2579392779,299474.030884764,792123.661699248,-64720.9482854613,708173.794015057,545762.745022001,2138269.86381027,-472079.276156502,321688.749623836,1096920.07803599,1137858.6299236
1075680.91618525,966440.976629267,1089296.18022076,6119963.14477044,602700.727083933,899667.186253376,477092.814359369,448756.624596715,266260.69575724,1003199.8255245,1135223.41917353,406968.942162629,558851.340844719,564658.785796902,581524.303842428,673874.784848972,692505.150489146,481788.429618957,401690.23009149,395895.894255287,610365.382565196,1819736.50472942,589713.411036554,647003.073004824,1844434.31341808,1087660.65340187,89921.4648740568,853033.728158326,817458.419392782
875108.889112933,847508.305977833,1080440.34706017,5214963.14477044,3241183.11585384,1048471.34753342,557666.152497392,561826.419883511,584077.519765418,528407.736604344,1252245.96984176,200651.028294473,558851.340844719,370084.955674031,581524.303842428,733218.163548336,674160.571659972,370166.414027108,845906.894904331,334796.423309425,590442.360381205,175712.503795536,689692.786429442,272528.605846487,1262952.26237451,1599887.23918687,68903.0900905236,662724.474284373,907809.960063184
506037.347288717,1435449.65357563,617597.931838213,7096733.14478734,955294.109852486,1049123.310564,557666.152497392,680192.874021198,122454.201448251,968893.527367588,70329.8766468927,296485.446192619,400266.801158908,476614.828821499,531030.158376546,823596.042615391,385422.565945524,370166.414027108,335389.895560607,413997.413655486,590442.360381205,288923.723962602,549575.776909792,312771.791485226,1565129.44936201,-23060.9609618182,354592.94842221,1133658.25833339,1034126.74953949
1548499.22434946,1179524.12227503,575946.707430745,3903312.15582588,889550.31610943,1405633.17364023,478236.586090301,221911.805675215,428481.205868141,947384.19780045,733423.668404153,697615.89393144,594973.727416677,558299.017218017,531030.158376546,652029.784848972,581423.171703455,525967.25341179,860024.240220024,570447.440289108,295332.557074882,91084.6666244052,718792.017376814,785949.515242924,649236.324844189,897347.511251342,26803.0900905236,817772.232012094,1185364.7399725
1314676.40806076,951534.336816908,1419732.24358755,5225082.15584278,-104346.872962445,869068.404585004,329300.271176743,629702.709847245,863574.260168863,912251.664984969,1564350.23649896,427734.25751346,667949.236541425,360084.955674031,934884.498904288,487941.119892857,817860.04508441,525967.25341179,83938.221992199,638483.620941756,444540.269739258,148805.844223527,543713.411036554,239486.468571018,497954.894752582,3850708.11934795,320626.534921628,787113.564230187,1004015.0189763
566613.445747946,892816.845767497,775281.925958991,3716423.14473664,584588.652612837,838471.347533423,334271.568824872,568640.638246853,578426.244488167,917057.798365379,-269245.643010212,435211.522233861,679077.058101706,930362.765588737,934884.498904288,620997.562840825,817860.04508441,452705.644053561,110043.351625419,151058.480414677,449685.717036558,511703.854458699,585515.331429288,69057.6725841747,133292.10822718,1113539.52850658,287226.534921628,771265.175915442,764535.125673911
414510.462372238,876111.469237272,960733.986934905,10419963.1447704,1150797.43699942,1145698.93858774,334271.568824872,512747.884195588,640054.918505528,1188631.30471376,688140.641082002,24513.9112023245,436302.146879936,344984.955674031,937829.727616193,575104.710415255,708667.194676288,452705.644053561,362397.612137681,318161.138066848,449685.717036558,95693.7701364389,561100.383041571,611503.073004824,1628260.30040304,1072780.49533879,316643.90569386,1061447.83596659,680622.809405038
747613.445747946,1030279.02381093,983483.26967544,9230082.15584278,917692.998865005,907912.714945558,407704.906179173,627300.627908487,47231.5006605013,936638.326943891,824826.1378882,630804.577005484,706896.567416194,843621.232342188,937829.727616193,493941.119892857,708667.194676288,214239.81012998,873797.107103621,404714.828079363,309382.975826884,83142.775254025,605953.347811545,519264.554314646,623702.423045751,1947779.81122342,767306.751096694,1872821.80566604,764535.125673911
804948.819891286,1045125.74793894,813148.791897843,4219963.14477044,20880.247997452,1052766.20314064,350872.153839007,287996.916341532,40975.1629408173,927251.664984969,720232.417338358,594335.677202295,661177.058101706,999088.674710012,362384.501301297,514225.647098428,671056.248220499,214239.81012998,59176.0858407714,217256.456996207,352592.764818626,270893.007167957,494555.569772099,455226.897926158,1112571.5494487,1371050.51654924,396686.575847559,2513571.6270415,1105223.49744701
772964.538080304,1019552.67967837,1331193.30385262,5745733.14478734,1165023.33218764,1353578.51441403,228270.715888758,468198.298700324,688672.540401173,932924.194269642,1282254.42463424,411162.282924273,438257.358605151,590286.034819097,362384.501301297,432309.066564749,671056.248220499,408517.59248138,169249.220873519,224544.373257333,277546.264710905,703863.733966653,578344.07625392,440426.450196601,895843.304607557,2006434.35197449,703820.209304896,2000066.89477542,1234557.66341519
650883.992951469,1013604.46704313,3608152.66054066,6321733.14478734,2295555.48194884,1029374.56918354,228270.715888758,612263.038134582,790450.506911081,988384.19780045,2912141.98992216,451805.863770883,512559.987747997,726460.014344689,517298.881647915,557835.609399899,624035.636686037,408517.59248138,523702.85085796,302778.047611727,277546.264710905,703863.733966653,490992.220649996,339252.078919123,342281.453132269,1095770.15432571,701820.209304896,2009302.66663732,976819.247623957
998343.902154261,1430774.82249444,1246205.79950754,5886733.14478734,949204.05095717,1152928.76817944,-107563.062657347,612263.038134582,556640.614811105,950475.127226356,1390634.51415876,379079.370415678,377357.358605151,598754.672367987,517298.881647915,386844.453868417,624035.636686037,499210.051272396,777664.668885206,213926.849875338,355232.557074882,278304.753970053,607338.673677306,615953.309752563,401281.453132269,172823.625792359,699820.209304896,2688594.79191441,909266.516523397
848813.289338929,1023754.66772407,840140.814683163,10966423.1447366,1006953.2904889,949328.312389653,-107563.062657347,673773.544930969,789550.506911081,931475.127226356,549109.290352551,270557.993568437,142768.288156572,446793.411079648,990699.068757252,517725.647098428,829209.274324345,499210.051272396,410273.197627594,547420.871672804,355232.557074882,194325.032057821,663743.89028521,377275.521580064,1481690.09317891,148642.444093834,703876.906689572,1545106.65103317,1072202.966286
1181280.96469577,1745563.16853364,517379.809992685,15546733.1447873,1471283.03927103,1078749.74336677,971210.15718723,467226.925477162,727051.395891959,892924.194269642,1359337.14699219,188636.95329291,1022778.16473524,964829.603919871,990699.068757252,521186.119892857,829209.274324345,519213.93012227,229130.310405955,327845.11992063,821765.592594961,622869.784560009,658435.99485251,499835.86983735,668724.783433374,395267.939980155,643314.886096581,1066368.87451202,1106995.42083211
470577.922969111,2106816.66963071,2200209.0958533,5646733.14478734,951047.593215093,1123188.67598409,971210.15718723,589076.999764937,708842.6642157,957251.664984969,1031928.93056305,313298.449047356,817891.205491298,476818.886573848,434600.218485609,521186.119892857,591617.229936096,519213.93012227,383109.197627594,449290.947502667,821765.592594961,180990.826661009,665625.133276211,289303.353892901,2477110.82953561,1443656.02562554,623240.817939672,1301866.61336119,1071049.23709742
1227814.28933893,830301.979458955,750338.627733025,11239653.1447197,606885.689684341,1146258.26919686,527750.124923209,398086.919074958,594666.613861982,1002251.66498497,92811.3935334897,348370.718173252,399309.403523408,481536.703451984,434600.218485609,585662.823615826,498642.325251258,296657.731079943,273525.414428748,341066.190453501,372738.217615461,371096.141385508,730979.712934441,662147.029710169,1898662.96014309,1802391.6101779,-148358.981659881,1276866.61336119,720100.56682195
3976446.97459831,1279501.166627,722687.263763458,5869963.14477044,709589.749523689,1200571.84228468,527750.124923209,407693.402697054,26665.041133773,1153631.30471376,705909.389898644,579568.65643691,331415.187635996,841536.703451984,779273.247668739,600742.823615826,746893.131581633,296657.731079943,239816.310405955,490879.88145554,331276.655016333,329951.605680316,677275.63031053,292682.610915102,1790038.119209,115490.201373411,634340.817939672,1393528.17218717,759543.170171822
766657.274443505,821452.679678369,1125237.73206622,6343193.14475354,848800.776088249,1340883.67158637,904390.073218347,618920.329761465,388024.729543423,977251.664984969,781677.283074423,514084.446752433,601407.891010137,532999.040479576,779273.247668739,783745.866143132,746893.131581633,421571.516084926,379215.963971582,110123.731496138,502977.669941115,293940.117193709,624937.578187276,95877.692858638,1943444.05239673,1604799.59894821,75502.2484690149,1629975.73310558,990241.09642844
687933.584191239,2878473.43216382,1109170.60330009,4914963.14477044,735244.686329228,1246766.22488205,540937.422101105,721748.146455996,539604.787202321,922893.527367588,195677.812726915,125458.156516902,645545.385288627,608044.288197637,868050.952188286,685456.010333045,698555.731625812,553410.418213445,374192.963971582,332679.12321361,873590.582793993,516858.392142529,637923.567245918,553102.220840366,1851275.80424233,1228742.39241932,478378.057087245,1234490.34983263,1272794.59015159
981657.274443505,855005.642256871,1636921.17158476,3993193.14475354,193156.008395816,1253927.60797862,540937.422101105,591517.821776869,719274.276618536,1171437.43809417,294109.290352551,521117.191107322,675413.890820398,415042.101105252,950949.05402258,727896.702939123,698555.731625812,553410.418213445,633297.821429089,191182.186600503,873590.582793993,281145.436337728,654501.092345164,496787.442382257,2408800.25860425,6214291.42946486,237929.175405855,1849735.52721497,524055.722321189
1373714.28933893,821713.094901188,1215291.58428017,6441733.14478734,725845.054312283,1048940.37309252,566680.402129003,237767.916801945,684939.362874752,1153151.57076842,1422832.31598328,353857.451877725,673048.236541425,393874.105668539,458844.378686162,740605.318914986,432728.737257692,36025.655681577,-95499.3199137475,361741.581587705,613594.481624158,638848.417263516,614421.306469254,669918.324958411,1051252.87888129,-562445.501116704,380601.547014872,1460685.39444704,1236120.71072703
1105108.88911293,1061444.31510245,475607.812253876,4369963.14477044,612470.284301693,1152374.56918354,566680.402129003,639218.839245235,599743.198675553,916801.526661427,-210206.611099252,501558.770138874,676549.236541425,289281.690414192,458844.378686162,628835.917050063,959299.299201762,36025.655681577,579452.689096106,480409.242632038,613594.481624158,306232.66383214,625307.534291225,541157.21577175,7911139.01276924,132795.558914089,628055.414193426,1460685.39444704,1321331.63512927
768225.441052501,724581.511395101,1261967.51744509,5414963.14477044,1462142.79740963,1141834.11965993,422432.958965422,370443.279062352,676340.155405591,900475.127226356,1019355.32234382,543359.709657776,637009.251482554,589823.36316524,642647.611292554,776580.318914986,959299.299201762,483331.089075031,518782.077995765,300279.878007533,477425.748616056,231235.252922954,496589.229636815,281683.610915102,1274696.07510085,436369.7605935,2462.64487051632,2430555.86743803,1146772.2327937
1184086.72602378,1166741.92661792,1403187.28445104,5269963.14477044,-343166.592606103,1342120.64374522,422432.958965422,482380.732069194,557334.82152032,1007384.19780045,3439851.24463211,350841.784339457,618024.299804049,495268.708015271,642647.611292554,776580.318914986,371761.277218995,333938.932637514,234816.310405955,216689.649508556,477425.748616056,296586.117193709,516846.561544896,461289.24153767,7906907.71717068,1621753.71141888,287492.031487241,954625.445274123,1314773.38919489
